UserID,UserName,Age,Gender,Cluster,ClusterName,TotalCourses,TotalCategories,AvgSpending,TotalSpending,AvgRating,DiversityScore,LearningDepthIndex,PreferredCategory,PreferredLevel,EnrollmentFrequencyDays
U0023,Neha Chopra,28,Female,0,Premium / Career-Focused Learners,3,2,3942.8866666666668,11828.66,4.733333333333333,0.2,0.5,Digital Marketing,Intermediate,205.0
U0024,Ayaan Krishnan,22,Male,2,Deep Specialists,5,1,1351.176,6755.88,4.279999999999999,0.1,0.4,Cybersecurity,Intermediate,150.0
U0025,Sai Chopra,18,Female,1,Explorers (Multi-Category Learners),10,6,1854.6510000000003,18546.510000000002,4.04,0.6,0.65,AI & Machine Learning,Advanced,97.8
U0026,Riya Kapoor,44,Male,1,Explorers (Multi-Category Learners),10,7,2437.148,24371.48,4.34,0.7,0.55,Cloud Computing,Intermediate,85.1
U0027,Suresh Bose,37,Male,2,Deep Specialists,5,1,1746.264,8731.32,4.04,0.1,0.3,Mobile Development,Beginner,162.2
U0028,Saanvi Iyer,17,Male,2,Deep Specialists,4,1,708.61,2834.44,4.125,0.1,0.25,Digital Marketing,Intermediate,128.8
U0029,Aditya Pillai,28,Female,2,Deep Specialists,6,1,1510.195,9061.17,4.066666666666666,0.1,0.75,Cloud Computing,Advanced,136.0
U0030,Riya Iyer,42,Male,2,Deep Specialists,7,1,2315.8,16210.6,4.171428571428572,0.1,0.571,Design (UI/UX),Advanced,128.7
U0031,Myra Nair,38,Female,2,Deep Specialists,4,1,789.3525,3157.41,4.0,0.1,0.375,Digital Marketing,Beginner,162.5
U0032,Divya Gupta,28,Male,2,Deep Specialists,7,1,1069.1000000000001,7483.700000000001,4.128571428571428,0.1,0.143,Web Development,Beginner,105.7
U0033,Neha Kumar,41,Male,1,Explorers (Multi-Category Learners),9,7,2153.746666666667,19383.72,4.188888888888889,0.7,0.333,Mobile Development,Beginner,61.9
U0034,Ananya Kumar,33,Female,2,Deep Specialists,7,1,1145.7814285714287,8020.47,4.357142857142857,0.1,0.714,Data Science,Advanced,121.3
U0035,Naveen Menon,43,Female,2,Deep Specialists,4,1,1315.7575,5263.03,4.225,0.1,0.25,Digital Marketing,Beginner,188.5
U0036,Kavya Iyer,43,Male,0,Premium / Career-Focused Learners,3,3,4874.036666666667,14622.11,4.333333333333333,0.3,0.167,Design (UI/UX),Beginner,140.0
U0037,Harini Rao,26,Female,2,Deep Specialists,9,1,1953.8355555555556,17584.52,4.199999999999999,0.1,0.222,Finance & Accounting,Beginner,60.3
U0038,Sanjay Pillai,44,Female,1,Explorers (Multi-Category Learners),12,9,2408.0,28896.0,3.9499999999999997,0.9,0.5,AI & Machine Learning,Beginner,61.3
U0039,Ananya Raman,44,Female,1,Explorers (Multi-Category Learners),13,8,1730.29,22493.77,4.1,0.8,0.346,Finance & Accounting,Beginner,81.5
U0040,Kiran Pillai,32,Male,1,Explorers (Multi-Category Learners),18,8,1557.073888888889,28027.33,4.177777777777778,0.8,0.5,Finance & Accounting,Intermediate,59.8
U0041,Rohan Verma,31,Male,2,Deep Specialists,4,1,495.025,1980.1,4.175,0.1,0.375,Cybersecurity,Beginner,219.0
U0042,Myra Verma,31,Female,1,Explorers (Multi-Category Learners),16,9,1851.204375,29619.27,4.09375,0.9,0.438,Mobile Development,Beginner,57.3
U0043,Rohan Krishnan,35,Female,2,Deep Specialists,7,1,564.6271428571429,3952.39,4.128571428571428,0.1,0.786,Cloud Computing,Advanced,130.0
U0044,Aadhya Bose,28,Female,2,Deep Specialists,6,1,2243.705,13462.23,4.1,0.1,0.5,Design (UI/UX),Beginner,167.3
U0045,Rohan Menon,39,Male,1,Explorers (Multi-Category Learners),12,7,1627.7033333333336,19532.440000000002,4.166666666666667,0.7,0.292,Finance & Accounting,Beginner,84.5
U0046,Vikram Krishnan,36,Female,2,Deep Specialists,6,1,2103.105,12618.630000000001,4.366666666666667,0.1,0.583,Business Analytics,Intermediate,130.5
U0047,Neha Reddy,41,Female,1,Explorers (Multi-Category Learners),17,7,1670.6200000000001,28400.54,4.070588235294117,0.7,0.382,Data Science,Beginner,53.9
U0048,Anika Reddy,19,Male,2,Deep Specialists,5,1,1891.03,9455.15,4.279999999999999,0.1,0.4,Cybersecurity,Beginner,188.8
U0049,Aarohi Chopra,21,Male,1,Explorers (Multi-Category Learners),13,7,845.2323076923077,10988.02,4.092307692307693,0.7,0.462,AI & Machine Learning,Beginner,56.5
U0050,Sanjay Gupta,35,Female,0,Premium / Career-Focused Learners,4,4,4930.4375,19721.75,4.375,0.4,0.375,Cybersecurity,Beginner,120.5
U0051,Swathi Subramanian,23,Male,1,Explorers (Multi-Category Learners),9,6,1785.23,16067.07,4.288888888888889,0.6,0.167,AI & Machine Learning,Beginner,100.0
U0052,Swathi Krishnan,37,Male,0,Premium / Career-Focused Learners,4,4,5144.1725,20576.69,4.45,0.4,0.375,Mobile Development,Beginner,176.0
U0053,Suresh Pillai,25,Male,2,Deep Specialists,4,1,1546.71,6186.84,4.35,0.1,0.25,Cybersecurity,Beginner,209.5
U0054,Krishna Mishra,23,Male,0,Premium / Career-Focused Learners,5,4,5280.482,26402.41,4.0200000000000005,0.4,0.6,Design (UI/UX),Advanced,134.2
U0055,Vikram Iyer,34,Male,2,Deep Specialists,6,1,1624.1383333333333,9744.83,4.1000000000000005,0.1,0.583,Design (UI/UX),Advanced,137.0
U0056,Vivaan Nair,20,Female,2,Deep Specialists,5,1,2730.052,13650.26,4.279999999999999,0.1,0.4,Cloud Computing,Beginner,144.0
U0057,Ishaan Rao,41,Female,0,Premium / Career-Focused Learners,3,2,3662.683333333333,10988.05,4.433333333333334,0.2,0.167,Finance & Accounting,Beginner,110.7
U0058,Sneha Kapoor,44,Male,2,Deep Specialists,7,1,1988.5142857142857,13919.6,4.371428571428572,0.1,0.5,Business Analytics,Intermediate,125.7
U0059,Arjun Krishnan,30,Female,2,Deep Specialists,8,1,2956.34875,23650.79,4.15,0.1,0.688,Design (UI/UX),Advanced,107.2
U0060,Divya Kapoor,34,Female,2,Deep Specialists,8,1,1418.93625,11351.49,4.025,0.1,0.562,Cloud Computing,Advanced,115.5
U0061,Neha Mishra,42,Male,2,Deep Specialists,5,1,1366.068,6830.34,4.12,0.1,0.8,Design (UI/UX),Advanced,45.4
U0062,Anika Chopra,25,Male,1,Explorers (Multi-Category Learners),11,6,968.1845454545455,10650.03,4.036363636363636,0.6,0.455,Cloud Computing,Beginner,66.1
U0063,Aarav Nair,42,Male,1,Explorers (Multi-Category Learners),17,9,1911.280588235294,32491.77,4.276470588235294,0.9,0.471,Data Science,Beginner,56.9
U0064,Riya Subramanian,37,Male,2,Deep Specialists,5,1,1742.114,8710.57,4.04,0.1,0.3,Mobile Development,Beginner,67.0
U0065,Aarav Gupta,18,Female,2,Deep Specialists,6,1,1695.5966666666666,10173.58,4.316666666666667,0.1,0.5,Business Analytics,Intermediate,138.3
U0066,Deepak Rao,36,Female,2,Deep Specialists,2,2,4958.07,9916.14,3.6500000000000004,0.2,1.0,Design (UI/UX),Advanced,28.5
U0067,Deepak Nair,44,Male,2,Deep Specialists,9,1,1815.0677777777778,16335.61,4.033333333333333,0.1,0.333,AI & Machine Learning,Beginner,86.8
U0068,Pihu Mishra,31,Female,0,Premium / Career-Focused Learners,4,3,3892.5725,15570.29,4.375,0.3,0.125,Finance & Accounting,Beginner,166.2
U0069,Harini Menon,44,Female,1,Explorers (Multi-Category Learners),11,8,1705.6945454545455,18762.64,4.236363636363636,0.8,0.409,AI & Machine Learning,Beginner,94.6
U0070,Ishaan Kumar,23,Male,1,Explorers (Multi-Category Learners),15,10,1483.8966666666668,22258.45,4.213333333333334,1.0,0.367,Business Analytics,Beginner,64.9
U0071,Ananya Chopra,28,Female,1,Explorers (Multi-Category Learners),17,10,1342.1717647058822,22816.92,4.082352941176471,1.0,0.353,Data Science,Beginner,60.1
U0072,Manoj Sharma,24,Other,2,Deep Specialists,9,1,1513.1333333333332,13618.199999999999,4.033333333333333,0.1,0.333,AI & Machine Learning,Intermediate,81.0
U0073,Harini Patel,31,Other,0,Premium / Career-Focused Learners,4,3,3633.3525,14533.41,4.475,0.3,0.25,Digital Marketing,Beginner,127.0
U0074,Vikram Sharma,19,Male,1,Explorers (Multi-Category Learners),13,7,1691.883076923077,21994.48,4.076923076923077,0.7,0.308,AI & Machine Learning,Beginner,70.1
U0075,Ayaan Kumar,30,Female,0,Premium / Career-Focused Learners,3,2,3153.9533333333334,9461.86,4.333333333333333,0.2,0.333,Finance & Accounting,Beginner,178.0
U0076,Pihu Pillai,33,Female,2,Deep Specialists,4,1,2600.0425,10400.17,4.324999999999999,0.1,0.125,Digital Marketing,Beginner,211.8
U0077,Vivaan Pillai,20,Female,2,Deep Specialists,7,1,1145.6042857142857,8019.23,4.128571428571428,0.1,0.143,Web Development,Beginner,100.6
U0078,Lakshmi Iyer,34,Female,2,Deep Specialists,7,1,2251.712857142857,15761.99,4.3,0.1,0.429,Digital Marketing,Beginner,66.9
U0079,Sai Das,24,Female,1,Explorers (Multi-Category Learners),14,8,1669.1285714285714,23367.8,4.035714285714286,0.8,0.643,Cloud Computing,Advanced,57.6
U0080,Arjun Chopra,20,Female,2,Deep Specialists,6,1,1532.0933333333332,9192.56,4.066666666666666,0.1,0.167,Web Development,Beginner,119.2
U0081,Krishna Reddy,18,Female,2,Deep Specialists,5,1,2406.944,12034.72,4.04,0.1,0.3,Mobile Development,Beginner,194.6
U0082,Arun Chopra,22,Female,2,Deep Specialists,8,5,1455.0675,11640.54,4.2875,0.5,0.25,Cybersecurity,Beginner,94.5
U0083,Ananya Gupta,38,Male,2,Deep Specialists,4,1,1220.4975,4881.99,4.25,0.1,0.5,Cybersecurity,Intermediate,207.8
U0084,Manoj Kapoor,26,Male,1,Explorers (Multi-Category Learners),18,8,2048.192777777778,36867.47,4.116666666666666,0.8,0.361,Finance & Accounting,Beginner,54.6
U0085,Sneha Menon,20,Male,2,Deep Specialists,8,1,1839.2,14713.6,4.0875,0.1,0.312,AI & Machine Learning,Beginner,106.9
U0086,Sanjay Menon,38,Female,2,Deep Specialists,5,1,2247.2259999999997,11236.13,4.14,0.1,0.1,Finance & Accounting,Beginner,144.2
U0087,Pihu Krishnan,34,Male,2,Deep Specialists,6,1,3675.366666666667,22052.2,3.966666666666667,0.1,0.667,Design (UI/UX),Advanced,98.5
U0088,Suresh Raman,42,Male,2,Deep Specialists,7,1,2220.43,15543.01,4.371428571428572,0.1,0.5,Business Analytics,Intermediate,138.4
U0089,Manoj Raman,28,Male,1,Explorers (Multi-Category Learners),17,9,2115.786470588235,35968.369999999995,4.347058823529412,0.9,0.265,Cloud Computing,Beginner,54.8
U0090,Ayaan Pillai,18,Female,2,Deep Specialists,8,1,1733.03625,13864.29,4.175,0.1,0.188,Finance & Accounting,Beginner,112.6
U0091,Myra Iyer,26,Female,1,Explorers (Multi-Category Learners),10,7,3236.29,32362.899999999998,4.1,0.7,0.7,Business Analytics,Advanced,99.4
U0092,Karthik Sharma,20,Female,1,Explorers (Multi-Category Learners),16,10,1750.225625,28003.61,4.1625,1.0,0.438,Data Science,Beginner,62.5
U0093,Swathi Chopra,30,Male,0,Premium / Career-Focused Learners,4,4,4694.7575,18779.03,4.3,0.4,0.375,AI & Machine Learning,Beginner,227.0
U0094,Myra Bose,32,Female,1,Explorers (Multi-Category Learners),18,8,1549.2016666666668,27885.63,4.166666666666667,0.8,0.389,Cloud Computing,Beginner,51.8
U0095,Myra Sharma,31,Female,2,Deep Specialists,7,1,1464.9171428571428,10254.42,4.114285714285714,0.1,0.286,Digital Marketing,Beginner,139.1
U0096,Arjun Verma,24,Male,2,Deep Specialists,6,1,1648.3033333333333,9889.82,4.416666666666667,0.1,0.75,Data Science,Advanced,174.0
U0097,Aditya Patel,30,Female,1,Explorers (Multi-Category Learners),16,9,2113.56625,33817.06,4.125,0.9,0.375,Digital Marketing,Beginner,60.1
U0098,Arjun Mishra,39,Male,1,Explorers (Multi-Category Learners),10,6,540.424,5404.24,4.069999999999999,0.6,0.65,Cloud Computing,Intermediate,106.9
U0099,Aarohi Gupta,44,Male,1,Explorers (Multi-Category Learners),14,7,1879.9314285714286,26319.04,4.135714285714285,0.7,0.429,Finance & Accounting,Beginner,52.1
U0100,Vikram Menon,41,Female,0,Premium / Career-Focused Learners,5,5,4056.322,20281.61,4.18,0.5,0.5,AI & Machine Learning,Advanced,105.8
U0101,Sanjay Reddy,24,Male,2,Deep Specialists,6,1,2592.365,15554.189999999999,4.1,0.1,0.75,Design (UI/UX),Advanced,112.3
U0102,Lakshmi Bose,37,Male,1,Explorers (Multi-Category Learners),9,6,1657.1344444444446,14914.210000000001,4.222222222222222,0.6,0.611,Finance & Accounting,Advanced,101.3
U0103,Arun Pillai,32,Male,2,Deep Specialists,8,1,2506.1375,20049.1,4.125,0.1,0.562,Cloud Computing,Advanced,132.1
U0104,Arun Subramanian,29,Male,2,Deep Specialists,5,1,2047.688,10238.44,4.14,0.1,0.2,Finance & Accounting,Beginner,186.0
U0105,Saanvi Nair,34,Male,1,Explorers (Multi-Category Learners),15,10,887.6893333333334,13315.34,4.073333333333333,1.0,0.6,Design (UI/UX),Advanced,67.3
U0106,Reyansh Subramanian,31,Female,2,Deep Specialists,6,1,1616.4383333333335,9698.630000000001,3.983333333333333,0.1,0.25,AI & Machine Learning,Intermediate,147.7
U0107,Naveen Subramanian,37,Female,2,Deep Specialists,9,1,1812.1633333333334,16309.470000000001,4.033333333333333,0.1,0.333,AI & Machine Learning,Beginner,86.3
U0108,Priya Raman,40,Female,0,Premium / Career-Focused Learners,4,4,6134.9425,24539.77,4.125,0.4,0.75,Finance & Accounting,Advanced,204.0
U0109,Vivaan Krishnan,42,Female,1,Explorers (Multi-Category Learners),19,8,1478.215789473684,28086.1,4.184210526315789,0.8,0.421,Digital Marketing,Intermediate,55.2
U0110,Aarohi Menon,41,Female,1,Explorers (Multi-Category Learners),18,7,1753.2694444444446,31558.850000000002,4.183333333333334,0.7,0.278,Finance & Accounting,Beginner,53.3
U0111,Pooja Reddy,44,Female,1,Explorers (Multi-Category Learners),18,9,1626.755,29281.59,4.133333333333334,0.9,0.5,AI & Machine Learning,Beginner,57.6
U0112,Sneha Rao,44,Male,2,Deep Specialists,7,1,841.8285714285714,5892.8,4.128571428571428,0.1,0.143,Web Development,Beginner,131.6
U0113,Kavya Raman,44,Male,1,Explorers (Multi-Category Learners),12,8,2013.3474999999999,24160.17,4.25,0.8,0.417,Finance & Accounting,Beginner,80.2
U0114,Aarohi Iyer,29,Male,2,Deep Specialists,5,1,1528.568,7642.84,4.04,0.1,0.3,Mobile Development,Beginner,147.8
U0115,Pooja Chopra,25,Male,0,Premium / Career-Focused Learners,3,3,5631.759999999999,16895.28,4.3,0.3,0.667,Finance & Accounting,Advanced,151.3
U0116,Reyansh Verma,31,Female,2,Deep Specialists,5,1,1725.2060000000001,8626.03,4.04,0.1,0.3,Mobile Development,Beginner,199.4
U0117,Sanjay Sharma,29,Male,2,Deep Specialists,9,1,1643.02,14787.18,4.311111111111111,0.1,0.667,Data Science,Advanced,93.0
U0118,Sai Pillai,17,Female,0,Premium / Career-Focused Learners,3,3,5846.683333333333,17540.05,4.266666666666667,0.3,0.167,Finance & Accounting,Beginner,291.0
U0119,Vikram Das,41,Other,0,Premium / Career-Focused Learners,4,1,3196.2924999999996,12785.169999999998,4.325,0.1,0.75,Business Analytics,Intermediate,221.2
U0120,Aadhya Krishnan,23,Female,2,Deep Specialists,8,1,1792.03625,14336.29,4.1375,0.1,0.25,Finance & Accounting,Beginner,121.9
U0121,Vivaan Rao,25,Male,1,Explorers (Multi-Category Learners),13,9,971.3269230769231,12627.25,4.138461538461538,0.9,0.577,Cloud Computing,Advanced,69.8
U0122,Divya Sharma,40,Male,0,Premium / Career-Focused Learners,2,2,4540.27,9080.54,4.35,0.2,0.25,Cloud Computing,Intermediate,79.5
U0123,Neha Singh,17,Female,1,Explorers (Multi-Category Learners),13,7,1286.7484615384615,16727.73,4.184615384615385,0.7,0.423,Business Analytics,Beginner,59.6
U0124,Sneha Chopra,28,Female,1,Explorers (Multi-Category Learners),11,8,2241.0754545454547,24651.83,4.072727272727273,0.8,0.5,Design (UI/UX),Beginner,64.5
U0125,Vikram Reddy,24,Male,1,Explorers (Multi-Category Learners),16,9,1525.6056250000001,24409.690000000002,4.25,0.9,0.5,Data Science,Intermediate,60.6
U0126,Saanvi Singh,40,Female,2,Deep Specialists,6,1,2236.055,13416.33,4.05,0.1,0.5,AI & Machine Learning,Intermediate,147.2
U0127,Aadhya Verma,27,Male,1,Explorers (Multi-Category Learners),8,6,1830.6425,14645.14,4.2375,0.6,0.625,Business Analytics,Advanced,53.9
U0128,Vivaan Patel,35,Male,1,Explorers (Multi-Category Learners),18,8,1656.7588888888888,29821.66,4.216666666666667,0.8,0.528,Data Science,Intermediate,50.0
U0129,Vivaan Verma,33,Male,1,Explorers (Multi-Category Learners),18,8,1616.5744444444445,29098.34,4.238888888888889,0.8,0.583,Design (UI/UX),Intermediate,53.4
U0130,Swathi Das,24,Male,1,Explorers (Multi-Category Learners),15,7,2186.787333333333,32801.81,4.206666666666667,0.7,0.467,Data Science,Intermediate,69.1
U0131,Deepak Mishra,19,Other,2,Deep Specialists,5,1,1551.348,7756.74,4.24,0.1,0.3,Finance & Accounting,Beginner,95.0
U0132,Ananya Verma,19,Female,2,Deep Specialists,7,1,1642.8742857142856,11500.119999999999,4.1,0.1,0.214,Finance & Accounting,Beginner,85.7
U0133,Deepak Iyer,17,Male,1,Explorers (Multi-Category Learners),9,5,2502.591111111111,22523.32,4.066666666666666,0.5,0.333,Finance & Accounting,Beginner,97.7
U0134,Diya Iyer,43,Female,2,Deep Specialists,7,1,998.4300000000001,6989.01,4.185714285714286,0.1,0.643,Cloud Computing,Intermediate,139.7
U0135,Harini Iyer,21,Female,2,Deep Specialists,7,1,1739.8257142857144,12178.78,4.371428571428572,0.1,0.5,Business Analytics,Intermediate,96.7
U0136,Aarohi Krishnan,26,Female,1,Explorers (Multi-Category Learners),10,7,2820.4900000000002,28204.9,4.07,0.7,0.3,Digital Marketing,Beginner,96.8
U0137,Ayaan Bose,23,Male,1,Explorers (Multi-Category Learners),17,9,2529.88,43007.96,4.123529411764705,0.9,0.353,AI & Machine Learning,Intermediate,63.4
U0138,Aarohi Bose,42,Male,0,Premium / Career-Focused Learners,5,5,3597.29,17986.45,4.44,0.5,0.5,Mobile Development,Beginner,120.8
U0139,Harini Verma,25,Male,2,Deep Specialists,4,1,834.0425,3336.17,4.175,0.1,0.5,Design (UI/UX),Beginner,153.8
U0140,Gokul Iyer,44,Male,1,Explorers (Multi-Category Learners),9,7,689.7888888888889,6208.1,4.011111111111111,0.7,0.389,Finance & Accounting,Beginner,71.2
U0141,Priya Bose,23,Male,2,Deep Specialists,5,1,1609.666,8048.33,4.04,0.1,0.3,Mobile Development,Beginner,159.6
U0142,Lakshmi Mishra,25,Female,1,Explorers (Multi-Category Learners),18,8,1955.8672222222222,35205.61,4.338888888888889,0.8,0.528,Cloud Computing,Intermediate,55.2
U0143,Rohan Gupta,24,Male,2,Deep Specialists,7,1,1999.6285714285716,13997.400000000001,4.371428571428572,0.1,0.5,Business Analytics,Intermediate,102.1
U0144,Aadhya Patel,28,Male,1,Explorers (Multi-Category Learners),12,8,1549.6991666666665,18596.39,4.133333333333334,0.8,0.417,Design (UI/UX),Beginner,66.8
U0145,Meera Reddy,18,Male,1,Explorers (Multi-Category Learners),10,6,1118.5880000000002,11185.880000000001,4.14,0.6,0.35,Finance & Accounting,Beginner,88.3
U0146,Pihu Raman,17,Male,1,Explorers (Multi-Category Learners),10,8,1871.486,18714.86,4.24,0.8,0.25,Mobile Development,Beginner,92.5
U0147,Rohan Iyer,32,Male,0,Premium / Career-Focused Learners,2,2,4326.715,8653.43,4.7,0.2,0.5,Cybersecurity,Intermediate,276.0
U0148,Aarav Raman,39,Male,2,Deep Specialists,5,1,958.6479999999999,4793.24,4.279999999999999,0.1,0.4,Cybersecurity,Beginner,113.8
U0149,Gokul Bose,39,Male,2,Deep Specialists,8,6,803.57,6428.56,4.0125,0.6,0.438,Web Development,Beginner,92.1
U0150,Reyansh Iyer,40,Male,1,Explorers (Multi-Category Learners),18,9,2108.847222222222,37959.25,4.322222222222222,0.9,0.417,Cybersecurity,Intermediate,55.4
U0151,Deepak Gupta,21,Male,2,Deep Specialists,5,1,1427.91,7139.55,4.340000000000001,0.1,0.6,Business Analytics,Intermediate,153.0
U0152,Krishna Kumar,19,Female,1,Explorers (Multi-Category Learners),18,8,2280.652777777778,41051.75,4.166666666666667,0.8,0.389,Business Analytics,Beginner,47.8
U0153,Arjun Pillai,28,Male,1,Explorers (Multi-Category Learners),8,7,946.7974999999999,7574.379999999999,4.2875,0.7,0.562,Business Analytics,Advanced,118.2
U0154,Suresh Singh,24,Male,0,Premium / Career-Focused Learners,3,2,5207.463333333334,15622.390000000001,4.533333333333334,0.2,0.167,Finance & Accounting,Beginner,163.3
U0155,Sanjay Singh,38,Male,1,Explorers (Multi-Category Learners),15,9,1613.1006666666667,24196.510000000002,3.9733333333333336,0.9,0.267,Data Science,Beginner,65.8
U0156,Gokul Mishra,43,Female,2,Deep Specialists,8,1,1938.69625,15509.57,4.25,0.1,0.688,Cloud Computing,Advanced,100.5
U0157,Aarav Chopra,19,Male,0,Premium / Career-Focused Learners,5,4,4521.058,22605.29,4.0600000000000005,0.4,0.5,Design (UI/UX),Beginner,135.2
U0158,Pihu Nair,17,Female,1,Explorers (Multi-Category Learners),18,9,2473.1544444444444,44516.78,4.2555555555555555,0.9,0.5,Digital Marketing,Intermediate,58.1
U0159,Krishna Gupta,19,Female,1,Explorers (Multi-Category Learners),11,6,2188.5781818181817,24074.36,4.1454545454545455,0.6,0.455,Digital Marketing,Beginner,83.5
U0160,Ayaan Nair,21,Male,1,Explorers (Multi-Category Learners),14,6,1023.3050000000001,14326.27,4.2214285714285715,0.6,0.464,Data Science,Beginner,68.9
U0161,Kiran Reddy,31,Female,0,Premium / Career-Focused Learners,2,2,6550.895,13101.79,4.3,0.2,0.5,Design (UI/UX),Intermediate,146.0
U0162,Kavya Singh,30,Female,0,Premium / Career-Focused Learners,3,3,5114.813333333333,15344.439999999999,4.566666666666666,0.3,0.5,Digital Marketing,Advanced,100.7
U0163,Karthik Menon,19,Male,0,Premium / Career-Focused Learners,2,1,5953.005,11906.01,4.55,0.1,0.25,Cloud Computing,Intermediate,101.0
U0164,Anika Mishra,17,Male,1,Explorers (Multi-Category Learners),19,8,1155.318947368421,21951.06,4.226315789473684,0.8,0.5,Cloud Computing,Beginner,53.4
U0165,Vikram Gupta,21,Female,0,Premium / Career-Focused Learners,4,4,4259.5824999999995,17038.329999999998,4.575,0.4,0.5,Design (UI/UX),Intermediate,216.8
U0166,Vivaan Iyer,42,Male,0,Premium / Career-Focused Learners,2,2,5427.34,10854.68,4.15,0.2,0.5,Design (UI/UX),Intermediate,317.5
U0167,Sneha Gupta,39,Other,2,Deep Specialists,7,1,1318.3185714285714,9228.23,4.371428571428572,0.1,0.5,Business Analytics,Intermediate,111.6
U0168,Aditya Sharma,30,Male,0,Premium / Career-Focused Learners,3,3,4512.55,13537.650000000001,4.5,0.3,0.167,Finance & Accounting,Beginner,233.3
U0169,Karthik Reddy,23,Female,0,Premium / Career-Focused Learners,5,5,6398.052000000001,31990.260000000002,4.180000000000001,0.5,0.7,Design (UI/UX),Intermediate,127.6
U0170,Anika Rao,43,Male,2,Deep Specialists,7,1,919.5871428571428,6437.11,4.1571428571428575,0.1,0.5,Data Science,Beginner,105.0
U0171,Arjun Reddy,25,Female,2,Deep Specialists,5,1,1774.8879999999997,8874.439999999999,4.04,0.1,0.3,Mobile Development,Beginner,72.0
U0172,Sanjay Verma,31,Female,1,Explorers (Multi-Category Learners),8,7,1099.29,8794.32,4.425,0.7,0.688,Digital Marketing,Advanced,129.1
U0173,Sneha Reddy,31,Male,1,Explorers (Multi-Category Learners),9,6,2223.3444444444444,20010.1,4.199999999999999,0.6,0.611,Data Science,Intermediate,94.4
